animal_id,species,breed,age_years,sex,weight_kg,activity_level,diet_type,daily_calories,protein_percent,fat_percent,previous_diseases,region,avg_temperature_c,humidity_percent,rainfall_mm,air_quality_index,local_outbreak_risk_index,symptoms_current,predicted_disease,prediction_date,vet_recommended_action
14861,Hamster,Roborovski,9.2,F,8.2,High,Raw + Veg Mix,1902.0,25.5,13.7,Parvovirus,"Delhi, India",32.9,33.9,49.5,333.8,0.49,None,None,2025-09-24,Routine Checkup
14862,Hamster,Roborovski,2.4,F,9.2,Medium,Raw + Veg Mix,1455.0,21.0,18.5,None,"Tamil Nadu, India",31.7,66.1,85.4,84.8,0.35,None,None,2025-10-12,Routine Checkup
14863,Hamster,Roborovski,5.4,F,6.2,Medium,Mixed Diet,2129.0,33.0,18.5,Feline Upper Resp Infection,"Tamil Nadu, India",28.6,69.3,170.6,82.8,0.22,None,None,2025-10-23,Routine Checkup
14864,Rabbit,Holland Lop,2.4,F,7.5,High,Dry + Wet Mix,1544.0,32.9,16.1,Ear Infection,"Delhi, India",25.5,25.9,36.3,155.8,0.26,None,None,2025-10-12,Routine Checkup
14865,Hamster,Roborovski,7.3,F,9.8,High,Dry + Wet Mix,1192.0,31.3,10.8,None,"Maharashtra, India",22.2,62.1,185.2,63.6,0.24,Sneezing,None,2025-09-28,Routine Checkup
14866,Dog,Golden Retriever,11.2,M,24.1,Low,Dry + Wet Mix,1577.0,26.7,13.9,None,"Tamil Nadu, India",33.7,71.2,141.4,61.3,0.22,Loss of Appetite,Respiratory Infection,2025-10-13,Adjust diet: increase protein
14867,Rabbit,Netherland Dwarf,10.6,F,3.5,Medium,Commercial Kibble,1371.0,22.7,17.5,Arthritis,"Gujarat, India",35.0,38.0,53.8,71.6,0.23,Watery Eyes,None,2025-10-18,Routine Checkup
14868,Cat,Persian,8.1,M,6.7,High,Homemade Cooked,361.0,24.7,13.7,Ear Infection,"Delhi, India",31.9,25.4,93.8,344.1,0.6,Vomiting,Arthritis,2025-10-12,Provide joint supplements
14869,Rabbit,Holland Lop,13.2,F,5.8,Low,Dry + Wet Mix,1347.0,29.8,10.2,Ear Infection,"Delhi, India",35.3,35.2,49.9,188.7,0.35,None,None,2025-09-27,Routine Checkup
14870,Bird,Cockatiel,11.6,M,4.3,Low,Dry + Wet Mix,1422.0,20.7,17.0,None,"Gujarat, India",35.4,34.2,11.0,102.1,0.38,None,None,2025-10-08,Routine Checkup
14871,Cat,British Shorthair,1.4,F,9.7,High,Raw + Veg Mix,689.0,30.2,13.9,Ear Infection,"Delhi, India",15.3,37.2,45.3,264.5,0.4,Lethargy,None,2025-10-06,Routine Checkup
14872,Hamster,Roborovski,9.6,F,7.6,Low,Mixed Diet,1761.0,29.6,15.2,None,"Delhi, India",26.4,33.4,87.7,254.6,0.4,None,None,2025-10-05,Routine Checkup
14873,Bird,Canary,2.9,F,5.0,High,Mixed Diet,1102.0,31.6,16.8,Parvovirus,"Delhi, India",15.5,46.0,84.6,337.9,0.47,None,None,2025-10-15,Routine Checkup
14874,Bird,Cockatiel,15.0,M,5.1,Low,Raw + Veg Mix,2117.0,34.3,17.4,Parvovirus,"Gujarat, India",22.0,42.0,48.5,89.6,0.26,None,None,2025-10-21,Routine Checkup
14875,Dog,Pug,11.8,M,31.2,Low,Raw + Veg Mix,945.0,31.0,14.2,Arthritis,"Gujarat, India",34.0,39.0,52.6,123.5,0.39,None,None,2025-10-06,Routine Checkup
14876,Dog,Labrador,8.2,M,10.0,Low,Dry + Wet Mix,848.0,33.5,14.3,None,"Kerala, India",29.7,88.6,361.7,51.2,0.29,None,None,2025-09-26,Routine Checkup
14877,Cat,British Shorthair,11.6,M,6.8,Medium,Mixed Diet,2056.0,27.6,14.0,Parvovirus,"Gujarat, India",31.5,32.8,100.2,96.1,0.34,Lethargy,None,2025-10-16,Routine Checkup
14878,Hamster,Syrian,12.3,M,7.0,Medium,Mixed Diet,622.0,29.8,14.2,Feline Upper Resp Infection,"Maharashtra, India",33.5,61.2,54.5,80.3,0.41,Sneezing,Feline Upper Resp Infection,2025-10-16,Adjust diet: increase protein
14879,Cat,Persian,5.3,M,3.2,Medium,Mixed Diet,1272.0,33.5,13.8,None,"Tamil Nadu, India",31.3,69.2,152.8,83.4,0.41,None,None,2025-09-27,Routine Checkup
14880,Dog,German Shepherd,4.8,F,38.2,Medium,Homemade Cooked,1658.0,30.0,14.7,None,"Gujarat, India",23.1,40.6,149.4,73.2,0.26,Sneezing,None,2025-10-14,Routine Checkup
14881,Rabbit,Holland Lop,9.8,M,10.7,Medium,Dry + Wet Mix,1897.0,28.3,10.9,None,"Kerala, India",27.1,77.3,376.5,40.8,0.24,Lethargy,Respiratory Infection,2025-10-21,Vet exam and vaccination update
14882,Dog,Golden Retriever,3.5,F,38.4,High,Commercial Kibble,1577.0,22.5,10.3,None,"Kerala, India",28.7,89.1,262.1,46.8,0.27,None,None,2025-10-14,Routine Checkup
14883,Rabbit,Netherland Dwarf,3.5,M,6.5,Medium,Raw + Veg Mix,1643.0,30.7,18.5,Ear Infection,"Gujarat, India",28.4,33.3,75.9,75.4,0.35,None,None,2025-09-23,Routine Checkup
14884,Dog,Pug,6.2,F,23.5,High,Homemade Cooked,1482.0,33.1,14.9,Parvovirus,"Kerala, India",30.8,80.9,261.8,32.5,0.41,Vomiting,None,2025-10-22,Routine Checkup
14885,Cat,British Shorthair,14.1,M,5.5,High,Mixed Diet,1555.0,30.2,14.4,None,"Tamil Nadu, India",32.1,78.4,172.0,76.5,0.28,None,None,2025-10-09,Routine Checkup
14886,Dog,German Shepherd,10.2,F,32.8,Medium,Mixed Diet,943.0,22.4,10.6,Ear Infection,"Tamil Nadu, India",27.3,61.7,103.5,60.2,0.18,None,None,2025-09-28,Routine Checkup
14887,Dog,Golden Retriever,2.8,F,6.5,Medium,Dry + Wet Mix,1602.0,31.8,19.0,None,"Delhi, India",37.6,37.6,37.1,216.1,0.34,Sneezing,None,2025-10-06,Routine Checkup
14888,Hamster,Roborovski,2.5,F,11.9,Low,Dry + Wet Mix,572.0,25.7,19.3,Arthritis,"Kerala, India",27.3,81.0,201.7,33.8,0.3,Vomiting,None,2025-10-15,Routine Checkup
14889,Hamster,Roborovski,10.3,F,2.3,Low,Raw + Veg Mix,1198.0,30.9,15.0,Skin Allergy,"Kerala, India",27.7,88.9,390.1,45.2,0.4,None,None,2025-10-18,Routine Checkup
14890,Bird,Canary,14.0,F,5.5,Medium,Dry + Wet Mix,1890.0,26.9,15.6,Parvovirus,"Delhi, India",28.5,42.8,57.8,202.0,0.45,Sneezing,Arthritis,2025-10-03,Hydration therapy
14891,Hamster,Syrian,7.8,M,5.5,Medium,Homemade Cooked,1452.0,33.6,16.3,None,"Tamil Nadu, India",32.2,65.5,187.1,84.9,0.43,Vomiting,None,2025-10-12,Routine Checkup
14892,Cat,British Shorthair,1.6,F,3.6,High,Mixed Diet,885.0,22.7,18.6,None,"Tamil Nadu, India",26.1,77.3,183.2,66.6,0.39,Lethargy,None,2025-10-15,Routine Checkup
14893,Dog,Labrador,1.0,F,26.4,High,Commercial Kibble,840.0,26.8,14.3,Arthritis,"Gujarat, India",32.6,49.2,93.3,108.4,0.24,None,None,2025-10-06,Routine Checkup
14894,Bird,Cockatiel,3.1,F,3.7,High,Mixed Diet,1003.0,20.3,10.8,Parvovirus,"Tamil Nadu, India",32.6,62.1,128.8,66.8,0.42,None,None,2025-10-12,Routine Checkup
14895,Cat,Persian,8.8,F,7.1,Low,Homemade Cooked,1596.0,31.6,12.5,Arthritis,"Gujarat, India",28.8,33.5,121.0,145.3,0.42,None,None,2025-10-04,Routine Checkup
14896,Cat,British Shorthair,7.8,M,4.3,Medium,Commercial Kibble,602.0,20.3,12.0,Ear Infection,"Kerala, India",29.2,76.5,202.7,52.7,0.18,None,None,2025-10-08,Routine Checkup
14897,Bird,Parakeet,14.4,M,2.0,Low,Dry + Wet Mix,1604.0,25.5,10.3,None,"Tamil Nadu, India",30.0,70.3,166.8,66.1,0.34,Limping,Arthritis,2025-10-01,Adjust diet: increase protein
14898,Cat,Maine Coon,4.7,M,9.3,Low,Commercial Kibble,2174.0,33.2,12.5,None,"Kerala, India",29.5,87.3,376.8,48.1,0.26,Lethargy,Parvovirus,2025-10-05,Administer antibiotics
14899,Dog,Pug,12.1,M,14.6,Low,Mixed Diet,1975.0,27.7,15.8,None,"Maharashtra, India",25.5,51.1,140.9,100.0,0.41,Lethargy,Arthritis,2025-10-08,Adjust diet: increase protein
14900,Rabbit,Netherland Dwarf,12.1,M,11.5,High,Raw + Veg Mix,1907.0,30.3,15.7,None,"Tamil Nadu, India",24.9,75.0,92.0,81.2,0.36,Coughing,Arthritis,2025-10-10,Provide joint supplements
14901,Cat,Persian,11.3,M,3.6,High,Commercial Kibble,300.0,27.4,12.1,Respiratory Infection,"Delhi, India",25.9,32.4,70.3,226.5,0.48,None,None,2025-10-10,Routine Checkup
14902,Hamster,Syrian,9.9,F,11.1,Low,Commercial Kibble,1344.0,33.2,14.9,Feline Upper Resp Infection,"Maharashtra, India",29.4,56.1,211.7,80.1,0.31,None,None,2025-10-13,Routine Checkup
14903,Bird,Parakeet,3.8,F,2.4,Medium,Raw + Veg Mix,661.0,27.8,16.4,Ear Infection,"Kerala, India",29.9,83.6,324.1,41.9,0.3,Vomiting,None,2025-10-02,Routine Checkup
14904,Rabbit,Netherland Dwarf,2.9,M,11.0,Medium,Homemade Cooked,1751.0,22.4,10.0,None,"Gujarat, India",32.1,46.6,113.2,119.1,0.22,None,None,2025-10-07,Routine Checkup
14905,Rabbit,Holland Lop,0.9,F,8.5,High,Raw + Veg Mix,1626.0,32.1,10.3,None,"Delhi, India",16.0,22.5,86.5,304.2,0.39,None,None,2025-09-24,Routine Checkup
14906,Hamster,Syrian,4.1,F,5.5,High,Commercial Kibble,903.0,21.1,16.8,Ear Infection,"Kerala, India",30.3,81.1,310.9,38.6,0.32,Watery Eyes,Skin Allergy,2025-10-16,Provide joint supplements
14907,Bird,Parakeet,4.3,F,2.0,Low,Homemade Cooked,569.0,29.2,14.6,Ear Infection,"Gujarat, India",22.7,50.7,45.8,149.7,0.46,Limping,Parvovirus,2025-10-04,Adjust diet: increase protein
14908,Dog,German Shepherd,7.8,M,30.3,Medium,Homemade Cooked,1807.0,21.0,19.3,Parvovirus,"Kerala, India",26.3,85.9,232.4,38.4,0.2,Sneezing,Ear Infection,2025-09-30,Hydration therapy
14909,Dog,German Shepherd,3.9,M,27.0,Medium,Raw + Veg Mix,766.0,33.1,12.7,None,"Maharashtra, India",23.2,60.7,212.4,79.8,0.38,None,None,2025-10-16,Routine Checkup
14910,Cat,British Shorthair,4.3,M,9.5,Low,Commercial Kibble,558.0,31.9,14.1,Skin Allergy,"Gujarat, India",32.4,44.8,38.7,142.8,0.42,None,None,2025-10-14,Routine Checkup
14911,Dog,German Shepherd,1.7,M,37.1,High,Mixed Diet,2108.0,24.0,17.7,None,"Delhi, India",34.4,30.0,32.1,179.9,0.42,Vomiting,None,2025-09-28,Routine Checkup
14912,Hamster,Roborovski,5.4,F,9.9,Medium,Mixed Diet,577.0,34.8,13.2,None,"Tamil Nadu, India",31.7,79.9,116.5,78.3,0.24,None,None,2025-10-02,Routine Checkup
14913,Bird,Cockatiel,6.5,F,7.5,High,Homemade Cooked,534.0,23.3,12.0,Feline Upper Resp Infection,"Gujarat, India",29.8,31.4,81.0,111.3,0.38,None,None,2025-09-27,Routine Checkup
14914,Dog,Golden Retriever,1.1,M,30.3,High,Dry + Wet Mix,1472.0,26.3,13.0,Ear Infection,"Kerala, India",29.3,70.9,301.1,38.9,0.41,None,None,2025-10-21,Routine Checkup
14915,Rabbit,Holland Lop,5.4,F,4.6,High,Dry + Wet Mix,1019.0,25.6,11.2,Feline Upper Resp Infection,"Kerala, India",27.9,74.2,370.2,53.7,0.39,None,None,2025-10-02,Routine Checkup
14916,Bird,Parakeet,3.2,M,5.9,Low,Commercial Kibble,603.0,31.1,12.2,None,"Delhi, India",32.2,39.3,79.1,315.6,0.51,None,None,2025-09-23,Routine Checkup
14917,Rabbit,Netherland Dwarf,6.0,M,10.9,High,Mixed Diet,2070.0,22.0,18.1,Ear Infection,"Kerala, India",28.8,75.9,173.9,30.5,0.4,None,None,2025-10-06,Routine Checkup
14918,Cat,Maine Coon,0.6,M,6.1,Medium,Homemade Cooked,958.0,33.1,17.4,Arthritis,"Tamil Nadu, India",26.4,73.0,181.1,75.0,0.21,None,None,2025-09-23,Routine Checkup
14919,Bird,Canary,14.8,F,5.1,High,Dry + Wet Mix,2178.0,30.5,14.1,Parvovirus,"Tamil Nadu, India",25.8,70.8,83.0,45.6,0.38,None,None,2025-09-27,Routine Checkup
14920,Dog,Beagle,4.5,M,28.2,Medium,Mixed Diet,2034.0,30.0,19.1,Parvovirus,"Gujarat, India",34.8,34.5,149.3,91.5,0.29,Vomiting,None,2025-10-04,Routine Checkup
14921,Cat,Siamese,11.3,F,2.6,Low,Raw + Veg Mix,2013.0,34.1,12.3,Ear Infection,"Gujarat, India",28.2,52.3,77.8,79.5,0.32,Coughing,None,2025-09-23,Routine Checkup
14922,Cat,British Shorthair,2.7,F,8.4,Low,Commercial Kibble,2120.0,24.1,13.0,None,"Gujarat, India",25.5,46.9,88.7,144.6,0.47,None,None,2025-09-27,Routine Checkup
14923,Hamster,Syrian,8.8,F,6.7,Medium,Raw + Veg Mix,1790.0,23.4,10.0,None,"Tamil Nadu, India",27.5,74.8,143.9,64.7,0.42,Vomiting,None,2025-10-21,Routine Checkup
14924,Bird,Parakeet,1.4,M,3.5,Low,Dry + Wet Mix,1877.0,21.9,10.7,None,"Maharashtra, India",22.9,68.6,124.6,58.9,0.4,Vomiting,Ear Infection,2025-09-29,Administer antibiotics
14925,Dog,Beagle,2.5,M,36.9,High,Raw + Veg Mix,1409.0,30.5,12.3,None,"Gujarat, India",30.1,55.2,122.1,142.0,0.38,None,None,2025-09-24,Routine Checkup
14926,Rabbit,Netherland Dwarf,11.3,F,7.1,Low,Mixed Diet,1750.0,26.6,17.7,Feline Upper Resp Infection,"Gujarat, India",32.9,49.6,50.8,93.5,0.22,None,None,2025-10-03,Routine Checkup
14927,Rabbit,Holland Lop,13.7,F,5.1,Medium,Mixed Diet,1355.0,31.1,14.5,None,"Gujarat, India",32.4,58.0,57.1,70.7,0.28,None,None,2025-09-26,Routine Checkup
14928,Bird,Cockatiel,7.9,M,9.1,High,Dry + Wet Mix,860.0,22.3,12.7,Parvovirus,"Delhi, India",22.5,35.6,42.4,151.9,0.43,None,None,2025-10-20,Routine Checkup
14929,Bird,Cockatiel,2.0,M,2.8,Low,Dry + Wet Mix,1746.0,26.4,12.1,None,"Kerala, India",28.1,87.6,291.5,52.6,0.37,None,None,2025-10-01,Routine Checkup
14930,Hamster,Roborovski,5.9,M,9.1,Medium,Commercial Kibble,1373.0,24.0,14.9,None,"Tamil Nadu, India",28.9,75.9,105.2,80.9,0.39,Loss of Appetite,None,2025-10-13,Routine Checkup
14931,Cat,British Shorthair,1.8,F,6.8,Medium,Homemade Cooked,2087.0,31.1,16.4,None,"Kerala, India",29.4,78.3,319.0,34.4,0.21,None,None,2025-10-13,Routine Checkup
14932,Dog,Pug,13.7,F,22.2,High,Raw + Veg Mix,1736.0,25.9,13.7,Respiratory Infection,"Tamil Nadu, India",28.6,76.6,161.5,66.8,0.27,None,None,2025-10-04,Routine Checkup
14933,Cat,Maine Coon,6.9,M,8.2,Low,Homemade Cooked,1504.0,30.3,12.7,None,"Maharashtra, India",24.6,56.7,194.3,69.9,0.21,None,None,2025-10-19,Routine Checkup
14934,Cat,British Shorthair,4.5,F,6.4,High,Mixed Diet,1181.0,32.7,14.0,None,"Gujarat, India",22.5,45.5,24.0,143.0,0.35,Loss of Appetite,Skin Allergy,2025-10-07,Provide joint supplements
14935,Bird,Canary,11.3,F,10.6,Low,Commercial Kibble,1872.0,26.6,13.6,None,"Delhi, India",18.6,45.2,71.1,249.1,0.58,None,None,2025-10-22,Routine Checkup
14936,Cat,Maine Coon,4.4,F,2.8,Medium,Homemade Cooked,580.0,20.9,13.8,Respiratory Infection,"Tamil Nadu, India",30.3,60.5,163.0,40.8,0.35,None,None,2025-09-25,Routine Checkup
14937,Hamster,Roborovski,3.4,F,10.2,Medium,Mixed Diet,499.0,31.4,16.3,Feline Upper Resp Infection,"Delhi, India",29.0,35.7,56.2,241.9,0.56,None,None,2025-09-26,Routine Checkup
14938,Cat,Siamese,11.3,F,6.5,Medium,Raw + Veg Mix,1479.0,23.2,10.2,None,"Gujarat, India",25.5,35.9,62.4,119.7,0.24,Watery Eyes,Feline Upper Resp Infection,2025-09-23,Administer antibiotics
14939,Hamster,Syrian,5.1,F,7.5,Medium,Mixed Diet,1496.0,29.9,16.0,None,"Tamil Nadu, India",25.2,64.7,179.1,85.2,0.36,Lethargy,None,2025-10-03,Routine Checkup
14940,Dog,Golden Retriever,9.2,M,24.3,Medium,Commercial Kibble,1584.0,33.0,14.1,None,"Kerala, India",26.9,77.4,307.1,41.9,0.34,None,None,2025-10-17,Routine Checkup
14941,Rabbit,Holland Lop,4.0,F,7.0,Low,Raw + Veg Mix,1221.0,28.2,15.4,None,"Delhi, India",21.3,57.7,94.4,335.7,0.61,None,None,2025-10-22,Routine Checkup
14942,Dog,Beagle,11.6,F,4.1,Medium,Raw + Veg Mix,1252.0,27.4,18.2,Ear Infection,"Maharashtra, India",24.6,55.6,95.8,101.8,0.29,None,None,2025-10-03,Routine Checkup
14943,Dog,Beagle,4.0,M,11.9,High,Homemade Cooked,1411.0,22.7,14.9,None,"Maharashtra, India",27.8,56.3,207.0,114.2,0.41,Vomiting,None,2025-10-15,Routine Checkup
14944,Bird,Canary,2.3,M,3.4,Low,Mixed Diet,915.0,21.4,18.2,None,"Delhi, India",38.0,35.4,30.9,205.8,0.37,None,None,2025-09-29,Routine Checkup
14945,Hamster,Syrian,11.9,M,3.5,High,Homemade Cooked,430.0,25.8,17.9,Skin Allergy,"Tamil Nadu, India",29.4,73.7,199.7,62.1,0.21,Loss of Appetite,None,2025-10-04,Routine Checkup
14946,Cat,Maine Coon,10.7,M,5.6,High,Homemade Cooked,1464.0,32.0,17.6,Skin Allergy,"Tamil Nadu, India",24.5,79.1,194.2,72.3,0.36,Loss of Appetite,None,2025-10-18,Routine Checkup
14947,Cat,Bengal,4.3,F,3.7,Medium,Dry + Wet Mix,1055.0,20.3,11.2,None,"Gujarat, India",27.7,41.7,82.5,102.3,0.43,None,None,2025-09-25,Routine Checkup
14948,Bird,Cockatiel,13.4,M,8.7,Medium,Raw + Veg Mix,1479.0,34.8,16.7,None,"Tamil Nadu, India",34.2,75.4,117.2,79.7,0.33,Lethargy,None,2025-10-03,Routine Checkup
14949,Cat,Bengal,5.9,M,11.2,Low,Dry + Wet Mix,1017.0,24.7,10.7,Feline Upper Resp Infection,"Tamil Nadu, India",29.8,62.6,88.4,74.9,0.21,Sneezing,Parvovirus,2025-10-16,Provide joint supplements
14950,Dog,German Shepherd,14.5,F,3.9,Medium,Mixed Diet,580.0,24.9,16.5,Skin Allergy,"Kerala, India",25.2,86.1,269.6,39.9,0.32,None,None,2025-10-13,Routine Checkup
14951,Bird,Parakeet,11.8,F,2.9,High,Commercial Kibble,1257.0,28.7,17.9,Ear Infection,"Kerala, India",26.2,82.2,389.1,58.6,0.38,Vomiting,Feline Upper Resp Infection,2025-10-02,Hydration therapy
14952,Bird,Cockatiel,9.3,M,2.9,Low,Dry + Wet Mix,1964.0,30.2,16.0,None,"Maharashtra, India",30.1,62.0,240.4,92.9,0.37,Vomiting,Arthritis,2025-10-21,Administer antibiotics
14953,Rabbit,Netherland Dwarf,7.0,F,2.2,Medium,Mixed Diet,1240.0,25.2,10.0,None,"Delhi, India",16.9,50.4,57.6,324.0,0.61,Vomiting,None,2025-10-19,Routine Checkup
14954,Cat,Bengal,8.1,M,9.9,Low,Raw + Veg Mix,1119.0,28.5,18.2,Arthritis,"Maharashtra, India",22.2,45.5,124.3,114.2,0.39,Lethargy,Respiratory Infection,2025-10-01,Administer antibiotics
14955,Rabbit,Netherland Dwarf,1.6,F,7.9,High,Mixed Diet,1680.0,25.2,15.5,None,"Tamil Nadu, India",27.2,76.9,134.8,88.5,0.22,None,None,2025-10-09,Routine Checkup
14956,Bird,Cockatiel,5.1,M,3.3,High,Commercial Kibble,918.0,33.0,10.5,Feline Upper Resp Infection,"Tamil Nadu, India",24.6,66.9,124.7,50.0,0.25,None,None,2025-10-19,Routine Checkup
14957,Hamster,Syrian,3.1,F,6.8,High,Mixed Diet,1625.0,20.6,12.2,None,"Maharashtra, India",29.6,53.0,245.0,63.4,0.26,None,None,2025-10-02,Routine Checkup
14958,Rabbit,Holland Lop,1.7,M,8.8,Low,Homemade Cooked,822.0,25.0,19.1,Respiratory Infection,"Maharashtra, India",31.8,58.6,167.4,64.8,0.33,None,None,2025-10-02,Routine Checkup
14959,Rabbit,Netherland Dwarf,7.4,M,11.1,Medium,Dry + Wet Mix,786.0,33.1,19.4,None,"Tamil Nadu, India",29.7,63.7,178.6,80.7,0.31,None,None,2025-10-23,Routine Checkup
14960,Cat,British Shorthair,2.5,F,6.4,Medium,Mixed Diet,603.0,23.5,11.5,Feline Upper Resp Infection,"Maharashtra, India",25.2,57.6,241.7,95.8,0.26,Loss of Appetite,Feline Upper Resp Infection,2025-10-04,Provide joint supplements
14961,Bird,Canary,12.8,F,3.1,High,Commercial Kibble,1230.0,33.6,14.4,Respiratory Infection,"Gujarat, India",34.1,43.1,43.9,133.0,0.46,None,None,2025-10-16,Routine Checkup
14962,Bird,Canary,9.3,M,6.5,Low,Dry + Wet Mix,2106.0,25.2,19.9,None,"Gujarat, India",24.8,54.6,29.2,108.6,0.39,None,None,2025-10-05,Routine Checkup
14963,Bird,Parakeet,14.1,M,10.6,Low,Mixed Diet,1938.0,32.6,11.6,Parvovirus,"Kerala, India",31.7,89.1,199.8,41.4,0.38,Watery Eyes,Ear Infection,2025-10-15,Hydration therapy
14964,Hamster,Syrian,0.6,F,4.4,Low,Homemade Cooked,969.0,25.2,11.6,Skin Allergy,"Maharashtra, India",32.3,49.5,137.8,113.5,0.27,Loss of Appetite,None,2025-10-07,Routine Checkup
14965,Hamster,Roborovski,8.8,F,7.2,Low,Commercial Kibble,832.0,24.7,15.2,Parvovirus,"Gujarat, India",28.9,49.7,92.9,141.3,0.47,Loss of Appetite,None,2025-10-09,Routine Checkup
14966,Hamster,Syrian,12.5,F,4.8,Medium,Raw + Veg Mix,1143.0,29.5,15.8,None,"Delhi, India",21.7,21.2,70.4,247.2,0.51,None,None,2025-10-11,Routine Checkup
14967,Dog,Labrador,8.1,F,34.2,Low,Raw + Veg Mix,1118.0,26.5,15.8,Parvovirus,"Delhi, India",27.2,27.8,38.8,233.7,0.53,None,None,2025-09-27,Routine Checkup
14968,Bird,Cockatiel,12.0,F,4.4,Low,Dry + Wet Mix,1513.0,22.4,11.7,None,"Delhi, India",18.1,23.3,78.4,263.3,0.39,None,None,2025-09-27,Routine Checkup
14969,Rabbit,Holland Lop,10.3,M,8.1,High,Mixed Diet,793.0,33.6,12.1,Arthritis,"Maharashtra, India",27.2,47.5,207.9,67.2,0.24,None,None,2025-10-02,Routine Checkup
14970,Rabbit,Holland Lop,11.2,F,9.2,High,Mixed Diet,1461.0,33.7,18.7,None,"Delhi, India",18.6,22.6,65.8,316.0,0.52,Vomiting,Respiratory Infection,2025-09-24,Vet exam and vaccination update
14971,Dog,German Shepherd,10.9,F,26.8,Medium,Dry + Wet Mix,878.0,32.0,16.5,Arthritis,"Delhi, India",27.0,23.8,93.0,195.2,0.37,None,None,2025-10-09,Routine Checkup
14972,Dog,Golden Retriever,9.2,F,24.6,Low,Commercial Kibble,2041.0,32.6,17.0,None,"Kerala, India",28.2,70.1,159.4,35.9,0.18,None,None,2025-09-24,Routine Checkup
14973,Cat,Persian,14.9,F,4.8,High,Dry + Wet Mix,693.0,23.6,18.5,None,"Kerala, India",29.0,78.4,291.1,57.3,0.36,None,None,2025-10-11,Routine Checkup
14974,Bird,Canary,5.5,M,2.7,Medium,Homemade Cooked,2148.0,31.8,19.3,Ear Infection,"Gujarat, India",29.5,39.5,22.7,120.5,0.41,None,None,2025-10-12,Routine Checkup
14975,Cat,Bengal,12.3,M,6.4,Medium,Homemade Cooked,1528.0,29.0,19.2,Feline Upper Resp Infection,"Maharashtra, India",26.6,42.5,111.2,74.6,0.28,Coughing,Skin Allergy,2025-10-18,Provide joint supplements
14976,Hamster,Syrian,5.0,F,11.7,High,Dry + Wet Mix,1268.0,25.9,16.1,Feline Upper Resp Infection,"Maharashtra, India",26.4,64.7,116.5,67.2,0.35,None,None,2025-10-09,Routine Checkup
14977,Rabbit,Netherland Dwarf,4.8,F,3.9,High,Homemade Cooked,2158.0,34.2,18.4,None,"Tamil Nadu, India",25.6,63.4,171.2,86.2,0.42,Watery Eyes,Ear Infection,2025-10-21,Vet exam and vaccination update
14978,Rabbit,Holland Lop,7.9,M,7.7,Low,Mixed Diet,812.0,27.6,19.7,Parvovirus,"Maharashtra, India",30.7,61.5,61.2,89.6,0.34,None,None,2025-10-03,Routine Checkup
14979,Cat,Bengal,2.8,M,5.1,Medium,Raw + Veg Mix,703.0,26.7,13.9,None,"Delhi, India",21.5,30.1,51.2,223.9,0.55,Sneezing,None,2025-09-26,Routine Checkup
14980,Cat,Maine Coon,1.4,F,4.0,Low,Mixed Diet,824.0,22.8,17.1,None,"Maharashtra, India",30.6,59.5,122.9,70.3,0.27,None,None,2025-10-01,Routine Checkup
14981,Bird,Canary,4.7,F,11.9,Medium,Mixed Diet,1697.0,25.1,12.1,None,"Gujarat, India",22.5,30.3,33.9,123.1,0.25,None,None,2025-09-28,Routine Checkup
14982,Dog,Beagle,7.7,M,35.7,Medium,Mixed Diet,532.0,28.1,18.9,Feline Upper Resp Infection,"Tamil Nadu, India",32.9,78.0,194.9,58.6,0.22,None,None,2025-09-27,Routine Checkup
14983,Dog,Beagle,6.9,M,5.0,High,Dry + Wet Mix,804.0,27.2,13.1,Feline Upper Resp Infection,"Maharashtra, India",22.6,67.3,128.0,83.0,0.42,Sneezing,Ear Infection,2025-09-27,Provide joint supplements
14984,Bird,Parakeet,5.5,F,9.8,Medium,Commercial Kibble,382.0,26.2,19.3,Feline Upper Resp Infection,"Tamil Nadu, India",31.6,60.1,165.8,88.7,0.33,Limping,None,2025-09-29,Routine Checkup
14985,Rabbit,Holland Lop,4.4,F,4.5,Medium,Mixed Diet,422.0,21.5,16.6,Ear Infection,"Maharashtra, India",26.6,45.6,172.8,107.4,0.27,Watery Eyes,Skin Allergy,2025-10-02,Provide joint supplements
14986,Bird,Parakeet,7.9,M,6.2,Low,Commercial Kibble,555.0,29.7,18.7,None,"Tamil Nadu, India",34.0,64.7,108.3,51.4,0.28,Limping,None,2025-10-19,Routine Checkup
14987,Rabbit,Holland Lop,10.2,F,7.6,Low,Raw + Veg Mix,868.0,25.6,19.4,Parvovirus,"Maharashtra, India",33.2,57.2,86.2,110.0,0.28,Coughing,Skin Allergy,2025-10-03,Hydration therapy
14988,Dog,Labrador,11.7,F,8.3,Low,Homemade Cooked,1947.0,30.2,10.0,Parvovirus,"Gujarat, India",31.0,41.2,107.1,87.3,0.18,Limping,None,2025-10-19,Routine Checkup
14989,Bird,Parakeet,11.6,F,10.4,Low,Commercial Kibble,962.0,34.3,18.4,None,"Tamil Nadu, India",29.6,79.5,118.9,54.8,0.2,Loss of Appetite,None,2025-10-01,Routine Checkup
14990,Dog,Beagle,2.2,F,27.8,Low,Raw + Veg Mix,1938.0,23.0,13.2,None,"Tamil Nadu, India",33.3,65.5,145.7,51.5,0.36,None,None,2025-10-22,Routine Checkup
